"SAMPLEID","BFI","LAT","LONG","STATIONID","COLLDATE","INDEX_REGION_LONG","INDEX_REGION","INDEX_NAME","ni_total","nt_LOW_N","nt_LOW_P","pi_Tol_13","pt_Achnan_Navic","pt_BC_12","pt_O_345","pt_PT_12","pt_SALINITY_34","pt_Sens_810"
"AB18838",39,39.74229797,-85.11647484,"GMW-02-0004","9/30/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,4,14.572864321608,28.2608695652174,10.8695652173913,28.2608695652174,10.8695652173913,21.7391304347826,13.0434782608696
"AB18839",39,39.77077075,-85.03023591,"GMW-03-0007","9/29/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,2,8.8628762541806,15.7894736842105,18.4210526315789,26.3157894736842,7.89473684210526,10.5263157894737,23.6842105263158
"AB18840",35.55390113,39.96297845,-85.14497975,"GMW-01-0012","10/8/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,6,16.1016949152542,20.3703703703704,12.962962962963,31.4814814814815,12.962962962963,14.8148148148148,14.8148148148148
"AB18841",28.90832868,39.34490351,-85.0316618,"GMW-08-0006","9/9/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,2,4.2031523642732,26.9230769230769,19.2307692307692,38.4615384615385,11.5384615384615,11.5384615384615,19.2307692307692
"AB18842",27.54409193,39.27779205,-84.89238579,"GMW-08-0005","9/8/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,2,8.99830220713073,18.8679245283019,11.3207547169811,30.188679245283,15.0943396226415,16.9811320754717,22.6415094339623
"AB18843",30.99624023,39.36373578,-85.26524187,"GMW-05-0003","9/9/2014","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,2.76338514680484,30.7692307692308,11.5384615384615,26.9230769230769,3.84615384615385,19.2307692307692,30.7692307692308
"AB18844",31,39.38420597,-84.98359474,"GMW-08-0013","9/8/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,10.8877721943049,26.530612244898,12.2448979591837,32.6530612244898,10.2040816326531,16.3265306122449,22.4489795918367
"AB19126",40.32432309,39.53150334,-85.16793874,"GMW-04-0012","9/23/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,7,5,16.6944908180301,26.2295081967213,11.4754098360656,29.5081967213115,8.19672131147541,16.3934426229508,22.9508196721311
"AB19128",38.88159622,39.79431332,-85.03207576,"GMW-03-0015","9/29/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,4.16666666666667,22.2222222222222,8.33333333333333,44.4444444444444,13.8888888888889,22.2222222222222,16.6666666666667
"AB19355",36.42087977,39.91705559,-85.10714091,"GMW-01-0006","10/7/2014","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,5,16.2162162162162,21.1267605633803,16.9014084507042,30.9859154929577,12.6760563380282,15.4929577464789,21.1267605633803
"AB21959",24,38.57672029,-86.16465321,"OBS120-0015","9/8/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,4,1.68350168350168,27.5862068965517,20.6896551724138,31.0344827586207,17.2413793103448,6.89655172413793,44.8275862068966
"AB21960",25.01386946,38.15806622,-86.23495449,"OBS100-0010","9/20/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,6,3.24786324786325,14.5833333333333,10.4166666666667,31.25,12.5,12.5,31.25
"AB21961",22.1782358,38.07801917,-86.78055232,"OLP070-0064","9/21/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,7.01754385964912,19.2982456140351,12.280701754386,26.3157894736842,14.0350877192982,7.01754385964912,38.5964912280702
"AB21962",22,38.45674175,-85.76136669,"OSK140-0042","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,12,18.1818181818182,9.09090909090909,27.2727272727273,12.1212121212121,13.6363636363636,21.2121212121212
"AB22057",15,38.80943589,-85.31640925,"OSK030-0019","8/30/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",602,6,6,2.7072758037225,17.8571428571429,17.8571428571429,35.7142857142857,14.2857142857143,7.14285714285714,39.2857142857143
"AB22058",23.98219162,38.17732024,-86.41365014,"OBS180-0025","9/21/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,6,9.3984962406015,24.5901639344262,16.3934426229508,13.1147540983607,6.55737704918033,13.1147540983607,32.7868852459016
"AB22086",29.98712446,41.14610054,-85.10031941,"LEJ100-0026","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,43.8983050847458,18,4,36,16,22,16
"AB22087",27.80106762,41.07619734,-85.08176649,"LEM010-0052","9/14/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,49.5274102079395,22,10,42,18,18,14
"AB22088",59.34675214,41.39577199,-85.5740041,"LMJ190-0032","8/30/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,11,8,13.1372549019608,24.0740740740741,16.6666666666667,27.7777777777778,14.8148148148148,5.55555555555556,25.9259259259259
"AB22089",58.59608921,41.5067897,-85.39482668,"LMJ170-0080","8/31/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,8,8,18.7145557655955,16.6666666666667,24.2424242424242,25.7575757575758,10.6060606060606,6.06060606060606,27.2727272727273
"AB22090",63,41.70818754,-86.8566544,"LMG070-0038","8/24/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,14.1396933560477,30,15.7142857142857,30,7.14285714285714,11.4285714285714,20
"AB22091",47.23159057,41.59702561,-84.97181104,"LMJ110-0124","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,9.01360544217687,25.7142857142857,12.8571428571429,32.8571428571429,11.4285714285714,11.4285714285714,28.5714285714286
"AB22092",39.93307258,41.42989047,-84.84616096,"LEJ060-0015","9/7/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,23.8476953907816,25,7.8125,37.5,12.5,15.625,17.1875
"AB22093",69.27464052,41.71498535,-85.45007777,"LMJ120-0048","9/8/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,11.2820512820513,21.4285714285714,14.2857142857143,21.4285714285714,8.92857142857143,10.7142857142857,23.2142857142857
"AB22094",24.09973238,39.39874416,-86.47906738,"WWU-15-0001","10/17/2011","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,10.1351351351351,28.5714285714286,0,45.7142857142857,17.1428571428571,25.7142857142857,11.4285714285714
"AB22095",23.73387494,39.49036996,-86.41408602,"WWU-15-0002","10/19/2011","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,29.4014084507042,21.0526315789474,10.5263157894737,45.6140350877193,14.0350877192982,21.0526315789474,12.280701754386
"AB22096",28.18855238,38.71803814,-87.16514395,"WWL-07-0002","9/7/2011","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,0,0,16.5529010238908,28.5714285714286,8.57142857142857,42.8571428571429,22.8571428571429,20,22.8571428571429
"AB22097",22.90232895,39.72427286,-86.19600909,"WWU-11-0005","10/12/2011","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,5,26.3513513513514,21.3114754098361,11.4754098360656,44.2622950819672,14.7540983606557,19.672131147541,26.2295081967213
"AB22098",31.93695352,39.65145935,-86.93575016,"WWE-02-0002","9/14/2011","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,5,4.51388888888889,20.9302325581395,18.6046511627907,37.2093023255814,11.6279069767442,16.2790697674419,41.8604651162791
"AB22099",22.1782358,38.07801917,-86.78055232,"OLP070-0064","9/21/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,4.11985018726592,20.4081632653061,18.3673469387755,30.6122448979592,16.3265306122449,8.16326530612245,32.6530612244898
"AB22100",23.67176187,38.03380557,-87.03759673,"OLP140-0100","9/22/2010","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,52.2033898305085,22.8571428571429,8.57142857142857,45.7142857142857,20,22.8571428571429,14.2857142857143
"AB22515",21,40.72153909,-85.32761848,"WUW-07-0014","9/14/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,2,13.8333333333333,33.3333333333333,8.88888888888889,33.3333333333333,13.3333333333333,22.2222222222222,15.5555555555556
"AB22516",26.37961875,40.28953873,-85.22106953,"WMI-02-0021","9/8/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,19.3979933110368,25.9259259259259,11.1111111111111,35.1851851851852,11.1111111111111,22.2222222222222,20.3703703703704
"AB22517",28.26298858,41.0983492,-85.29109611,"WUW-10-0001","9/16/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,10.3333333333333,27.027027027027,5.40540540540541,37.8378378378378,16.2162162162162,10.8108108108108,18.9189189189189
"AB22518",24.00750705,40.91156079,-85.36818398,"WUW-11-0004","9/14/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,16.6666666666667,35.7142857142857,9.52380952380952,42.8571428571429,19.047619047619,21.4285714285714,21.4285714285714
"AB22519",25.00472927,40.57324592,-85.55459511,"WMI-05-0020","9/9/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,15.9663865546218,17.3913043478261,8.69565217391304,34.7826086956522,15.2173913043478,26.0869565217391,13.0434782608696
"AB22520",30.04364023,40.75404776,-86.02141096,"WMI-06-0006","9/16/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,26.1666666666667,32.4324324324324,5.40540540540541,40.5405405405405,13.5135135135135,13.5135135135135,18.9189189189189
"AB22521",53.41465863,41.24048772,-85.92849983,"WTI-03-0014","9/15/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,2,9.73154362416107,23.2558139534884,6.97674418604651,39.5348837209302,13.953488372093,11.6279069767442,9.30232558139535
"AB22522",25.7879062,40.9823189,-85.35464866,"WUW-10-0002","9/17/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,18.4254606365159,32.7586206896552,13.7931034482759,37.9310344827586,10.3448275862069,20.6896551724138,17.2413793103448
"AB22523",21,40.72538573,-85.12904201,"WUW-08-0006","9/14/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,2,42.713567839196,19.047619047619,12.6984126984127,39.6825396825397,14.2857142857143,20.6349206349206,15.8730158730159
"AB22524",28.32000646,40.74274518,-85.77741897,"WUW-14-0002","9/16/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,8.33333333333333,26.0869565217391,13.0434782608696,39.1304347826087,13.0434782608696,17.3913043478261,26.0869565217391
"AB22525",29.95627336,40.42278569,-85.90415225,"WAW-01-0001","9/9/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,18.6666666666667,33.3333333333333,12.6984126984127,34.9206349206349,11.1111111111111,15.8730158730159,20.6349206349206
"AB22526",24.30953977,40.51426166,-85.19387764,"WSA-02-0003","9/14/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",601,1,1,7.82029950083195,18.9189189189189,2.7027027027027,45.9459459459459,16.2162162162162,27.027027027027,16.2162162162162
"AB22528",29.34341052,40.40738537,-85.50272818,"WMI-05-0019","9/8/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,38.4219554030875,26.4150943396226,7.54716981132075,37.7358490566038,13.2075471698113,24.5283018867925,13.2075471698113
"AB22529",29.91240967,40.53924644,-85.94586882,"WUW-15-0001","9/9/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,4,24.6179966044143,20.9677419354839,14.5161290322581,41.9354838709677,11.2903225806452,17.741935483871,17.741935483871
"AB22530",40.33186196,41.03924247,-85.76802508,"WAE-04-0001","9/16/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,3,24.496644295302,27.0833333333333,10.4166666666667,39.5833333333333,12.5,18.75,12.5
"AB22531",26.90371389,40.28500331,-84.91256082,"WMI-01-0008","9/8/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,30.820770519263,22.4489795918367,8.16326530612245,30.6122448979592,10.2040816326531,24.4897959183673,22.4489795918367
"AB22532",33.92635213,41.18827707,-85.28358279,"WAE-02-0002","9/15/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,2,21.2837837837838,16.3636363636364,12.7272727272727,45.4545454545455,18.1818181818182,25.4545454545455,18.1818181818182
"AB22533",28.30255489,40.45746907,-85.53494117,"WMI-05-0018","9/8/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,1,1,23.2597623089983,23.8095238095238,2.38095238095238,38.0952380952381,9.52380952380952,33.3333333333333,11.9047619047619
"AB22534",33.94014085,40.8618552,-86.02619764,"WAE-06-0003","9/16/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,13.1886477462437,20,18,32,14,12,18
"AB22535",39.01020323,40.62655157,-86.68329732,"WDE-03-0001","9/28/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",599,2,2,13.1979695431472,22.6415094339623,16.9811320754717,33.9622641509434,9.43396226415094,7.54716981132075,20.7547169811321
"AB22536",55.39951027,41.13368079,-86.39591177,"WTI-06-0008","9/22/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,16.8941979522184,23.728813559322,16.9491525423729,37.2881355932203,13.5593220338983,11.864406779661,16.9491525423729
"AB22537",39,40.74848166,-86.99438122,"WTI-12-0004","9/23/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,22,33.3333333333333,9.52380952380952,42.8571428571429,14.2857142857143,19.047619047619,14.2857142857143
"AB22538",32.39279928,40.47202904,-86.26832493,"WAW-04-0003","9/29/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,17,28.5714285714286,10.7142857142857,39.2857142857143,10.7142857142857,17.8571428571429,21.4285714285714
"AB22539",45,40.9112294,-86.62739545,"WTI-08-0004","9/22/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,10.5351170568562,25.9259259259259,18.5185185185185,33.3333333333333,9.25925925925926,7.40740740740741,20.3703703703704
"AB22540",39.35446072,40.79740035,-86.25629436,"WAE-07-0003","9/21/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,20.9380234505863,26.4150943396226,13.2075471698113,35.8490566037736,11.3207547169811,22.6415094339623,13.2075471698113
"AB22541",49.15750646,41.10607346,-86.25161781,"WTI-05-0015","9/22/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,9.09090909090909,20.4545454545455,11.3636363636364,36.3636363636364,11.3636363636364,15.9090909090909,13.6363636363636
"AB22542",32.88800728,40.68082999,-86.13029467,"WUW-15-0002","9/21/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,1,10.8333333333333,21.9512195121951,7.31707317073171,48.780487804878,14.6341463414634,17.0731707317073,21.9512195121951
"AB22543",46,41.03390389,-86.90741484,"WTI-10-0012","9/23/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,9,4,17.5170068027211,21.2121212121212,19.6969696969697,39.3939393939394,10.6060606060606,16.6666666666667,21.2121212121212
"AB22544",38.26554622,40.42954863,-86.77202395,"WAW-03-0036","9/30/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,2,18.6978297161937,23.8095238095238,7.14285714285714,45.2380952380952,14.2857142857143,19.047619047619,11.9047619047619
"AB22545",61.92347697,41.1586082,-86.56121829,"WTI-06-0010","9/22/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,25.6711409395973,21.6216216216216,16.2162162162162,27.027027027027,6.75675675675676,10.8108108108108,18.9189189189189
"AB22547",40.81671159,40.7426755,-86.49064296,"WDE-01-0004","9/28/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,22.742474916388,19.5652173913043,8.69565217391304,36.9565217391304,13.0434782608696,17.3913043478261,15.2173913043478
"AB22548",35.11286089,40.81686258,-86.16944046,"WAE-07-0002","9/21/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,1,11.5577889447236,26.0869565217391,8.69565217391304,41.304347826087,10.8695652173913,17.3913043478261,19.5652173913043
"AB22549",39.55230583,40.78066674,-86.74437021,"WTI-13-0002","9/28/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,5.09337860780985,22.0338983050847,23.728813559322,33.8983050847458,10.1694915254237,8.47457627118644,22.0338983050847
"AB22551",37,40.57838131,-86.46049366,"WDE-05-0007","9/29/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,11.1666666666667,28.2608695652174,4.34782608695652,43.4782608695652,15.2173913043478,15.2173913043478,19.5652173913043
"AB22552",36.11871593,40.48653441,-86.43770926,"WAW-04-0002","9/29/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,33.8333333333333,26.4150943396226,5.66037735849057,43.3962264150943,15.0943396226415,28.3018867924528,18.8679245283019
"AB22554",41,40.800207,-86.53706557,"WDE-01-0003","9/21/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,4,1.67224080267559,26.6666666666667,26.6666666666667,16.6666666666667,10,3.33333333333333,33.3333333333333
"AB22556",34.38794747,40.32839997,-86.6181899,"WAW-03-0037","9/30/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,9.53177257525084,33.9622641509434,7.54716981132075,37.7358490566038,11.3207547169811,26.4150943396226,16.9811320754717
"AB22557",57.02722646,41.26157431,-86.16762286,"WTI-04-0017","9/15/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,3,8.52842809364548,30,20,30,10,7.5,20
"AB22558",48.90851872,41.21273462,-85.7309455,"WTI-02-0021","9/15/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,28.0201342281879,29.5454545454545,9.09090909090909,47.7272727272727,11.3636363636364,20.4545454545455,9.09090909090909
"AB22559",34,40.74492638,-86.1462048,"WUW-16-0002","9/28/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,2,13.8279932546374,19.3548387096774,6.45161290322581,41.9354838709677,12.9032258064516,22.5806451612903,12.9032258064516
"AB22561",37,39.68435864,-84.90872727,"GMW070-0117","10/5/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,4,2.05128205128205,30.952380952381,16.6666666666667,30.952380952381,14.2857142857143,11.9047619047619,33.3333333333333
"AB22562",30.56508299,39.36499411,-85.11843227,"GMW060-0022","10/6/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,4,6,10.9797297297297,21.875,12.5,29.6875,14.0625,14.0625,25
"AB22563",37,39.49006749,-85.12625061,"GMW060-0021","10/6/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,4,7.8125,30.9859154929577,16.9014084507042,32.3943661971831,14.0845070422535,9.85915492957746,30.9859154929577
"AB22564",40.00997801,39.61980666,-85.17167149,"GMW040-0040","10/7/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,8,7,11.265164644714,33.3333333333333,26.9230769230769,29.4871794871795,14.1025641025641,11.5384615384615,28.2051282051282
"AB22565",38.93367552,39.70765084,-85.11791036,"GMW020-0035","10/7/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,4,14.5242070116861,30.7692307692308,13.4615384615385,28.8461538461538,13.4615384615385,13.4615384615385,25
"AB22566",36.51506149,39.90753146,-85.08519807,"GMW010-0044","10/5/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,22.742474916388,13.0434782608696,19.5652173913043,23.9130434782609,8.69565217391304,8.69565217391304,21.7391304347826
"AB22567",14.950143,38.776415,-85.078803,"OML200-0004","10/6/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,7,7.56013745704467,12.1951219512195,17.0731707317073,34.1463414634146,4.8780487804878,9.75609756097561,34.1463414634146
"AB22569",17.34115884,39.075666,-85.117761,"OML040-0008","10/8/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,3,11.5,14.2857142857143,14.2857142857143,32.1428571428571,8.92857142857143,8.92857142857143,19.6428571428571
"AB22570",21.57212268,39.17397425,-84.93951894,"OML030-0015","10/7/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,6,5.68383658969805,20.9302325581395,16.2790697674419,20.9302325581395,6.97674418604651,6.97674418604651,27.906976744186
"AB22571",37.18755236,39.91064346,-85.03294177,"GMW-02-0014","10/5/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,5,9.91452991452991,23.8095238095238,12.6984126984127,34.9206349206349,14.2857142857143,11.1111111111111,20.6349206349206
"AB22572",39.05885079,39.54112044,-85.13013588,"GMW-04-0019","10/7/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,3,4,7.75716694772344,29.4871794871795,20.5128205128205,29.4871794871795,11.5384615384615,15.3846153846154,26.9230769230769
"AB22575",36.51506149,39.90753146,-85.08519807,"GMW010-0044","10/5/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,8,8,5.16666666666667,20.4545454545455,22.7272727272727,27.2727272727273,9.09090909090909,13.6363636363636,29.5454545454545
"AB22577",28.00201021,39.71881281,-86.77114092,"WWE-04-0006","8/31/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,16.2207357859532,29.4117647058824,19.6078431372549,37.2549019607843,11.7647058823529,13.7254901960784,25.4901960784314
"AB22579",27.35474714,40.13112334,-86.54425225,"WSU010-0010","9/1/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,5,23.8095238095238,14.2857142857143,35.7142857142857,9.52380952380952,14.2857142857143,21.4285714285714
"AB22580",30.12563772,39.87292896,-86.86071067,"WLV160-0038","8/31/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,5,14.3333333333333,30.4347826086957,13.0434782608696,33.3333333333333,11.5942028985507,15.9420289855072,24.6376811594203
"AB22581",31.35509366,39.85445546,-86.88695046,"WLV160-0013","8/31/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,7.83333333333333,28.9473684210526,13.1578947368421,42.1052631578947,18.4210526315789,21.0526315789474,18.4210526315789
"AB22582",32.92827256,39.56967406,-87.24284795,"WBU030-0060","9/2/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,6,21.3793103448276,18.8405797101449,15.9420289855072,33.3333333333333,13.0434782608696,15.9420289855072,20.2898550724638
"AB22583",37.33966034,40.50868309,-86.84485413,"WLV010-0022","9/1/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,2,1,8.18030050083472,23.5294117647059,5.88235294117647,38.2352941176471,17.6470588235294,14.7058823529412,17.6470588235294
"AB22584",35,40.25507309,-87.19832832,"WLV070-0013","9/1/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,6,5,3.00500834724541,20,24,26,8,8,30
"AB22585",33.797356,40.19306429,-87.45961733,"WLV080-0015","9/1/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,6,4,9.53177257525084,32.6086956521739,10.8695652173913,41.304347826087,13.0434782608696,19.5652173913043,17.3913043478261
"AB22586",35,40.03493383,-87.29776696,"WLV110-0006","9/2/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,7,6,7.5,31.9148936170213,21.2765957446809,40.4255319148936,12.7659574468085,14.8936170212766,23.4042553191489
"AB22587",26.21601319,39.94097222,-86.75701111,"WLV160-0020","8/31/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,16.5551839464883,27.5862068965517,10.3448275862069,44.8275862068966,13.7931034482759,17.2413793103448,17.2413793103448
"AB22588",34,40.45238769,-87.25451699,"WLV040-0003","9/1/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,27.1356783919598,24.2857142857143,15.7142857142857,31.4285714285714,10,20,18.5714285714286
"AB22589",30.12563772,39.87292896,-86.86071067,"WLV160-0038","8/31/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,7,5,19.0635451505017,26.865671641791,20.8955223880597,34.3283582089552,11.9402985074627,13.4328358208955,22.3880597014925
"AB22924",24,38.57672029,-86.16465321,"OBS120-0015","9/8/2010","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",601,5,4,6.89075630252101,20.6896551724138,10.3448275862069,17.2413793103448,6.89655172413793,6.89655172413793,41.3793103448276
"AB23263",29.95627336,40.42278569,-85.90415225,"WAW-01-0001","9/9/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,13,33.3333333333333,15.5555555555556,33.3333333333333,11.1111111111111,11.1111111111111,24.4444444444444
"AB23268",24.30953977,40.51426166,-85.19387764,"WSA-02-0003","9/14/2015","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,2,1,17.5972927241963,22,2,42,12,16,18
"AB23276",49.15750646,41.10607346,-86.25161781,"WTI-05-0015","9/22/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,6.56565656565657,35.5555555555556,13.3333333333333,31.1111111111111,13.3333333333333,13.3333333333333,24.4444444444444
"AB23292",38.26554622,40.42954863,-86.77202395,"WAW-03-0036","9/30/2015","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,2,15.2173913043478,31.7073170731707,9.75609756097561,46.3414634146341,9.75609756097561,21.9512195121951,17.0731707317073
"AB26562",62,41.61275295,-86.90603015,"LMG-04-0039","9/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,4,26.7015706806283,26.2295081967213,21.3114754098361,26.2295081967213,8.19672131147541,18.0327868852459,9.83606557377049
"AB26563",63.88313953,41.70642864,-86.77067623,"LMG070-0035","9/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,4,3,10.221465076661,26.0869565217391,13.0434782608696,36.9565217391304,10.8695652173913,10.8695652173913,17.3913043478261
"AB26569",74,41.740613,-85.557945,"LMJ120-0042","9/14/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,5,3,5.08474576271186,22.4137931034483,17.2413793103448,27.5862068965517,6.89655172413793,8.62068965517241,25.8620689655172
"AB26573",62,41.61275295,-86.90603015,"LMG-04-0039","9/13/2016","High_Lithologic_Nitrogen","HIN","IDEM_2021_Diatoms",600,3,3,21.5,30.5084745762712,13.5593220338983,30.5084745762712,10.1694915254237,11.864406779661,20.3389830508475
"AB26579",20.95515766,39.13583428,-85.47512137,"WEM050-0048","9/6/2016","Low_Lithologic_Nitrogen","LON","IDEM_2021_Diatoms",600,5,7,6.29251700680272,21.8181818181818,14.5454545454545,25.4545454545455,9.09090909090909,10.9090909090909,32.7272727272727
